tahun,propinsi,nama_bandara,kota,tipe_penerbangan,pesawat_datang,pesawat_berangkat,penumpang_datang,penumpang_berangkat,penumpang_total,penumpang_transit,barang_total_kg,bagasi_total_kg
2020,PROPINSI BANTEN,SOEKARNO,HATTA - CENGKARENG,DOMESTIK,91039.0,88.0,8623949.0,7653349.0,16277298.0,208894.0,239973586.0,97009419.0
2021,PROPINSI BANTEN,SOEKARNO,HATTA - CENGKARENG,DOMESTIK,84592.0,81932.0,8004225.0,7480440.0,15484665.0,1815976.0,297309404.0,130544618.0
2022,PROPINSI BANTEN,SOEKARNO,HATTA - CENGKARENG,DOMESTIK,129853.0,127545.0,16587279.0,15095976.0,31683255.0,819652.0,365255621.0,264455706.0
2023,PROPINSI BANTEN,SOEKARNO,HATTA - CENGKARENG,DOMESTIK,133226.0,133107.0,18852431.0,16548771.0,35401202.0,338165.0,301135652.0,291791362.0
2024,PROPINSI BANTEN,SOEKARNO,HATTA - CENGKARENG,DOMESTIK,133105.0,132895.0,19041471.0,18894746.0,37936217.0,878.0,341830145.0,304619014.0
2020,PROPINSI BANTEN,SOEKARNO,HATTA - CENGKARENG,INTERNASIONAL,16691.0,16773.0,2016271.0,1944822.0,3961093.0,5885.0,269109394.0,29613558.0
2021,PROPINSI BANTEN,SOEKARNO,HATTA - CENGKARENG,INTERNASIONAL,13086.0,13277.0,629.0,612146.0,1241786.0,268.0,398608972.0,7734506.0
2022,PROPINSI BANTEN,SOEKARNO,HATTA - CENGKARENG,INTERNASIONAL,24385.0,24263.0,3322604.0,3751991.0,7074595.0,1564.0,338326919.0,46003657.0
2023,PROPINSI BANTEN,SOEKARNO,HATTA - CENGKARENG,INTERNASIONAL,40737.0,41018.0,6542223.0,6781591.0,13323814.0,17.0,285068168.0,90097490.0
2024,PROPINSI BANTEN,SOEKARNO,HATTA - CENGKARENG,INTERNASIONAL,48185.0,48406.0,8185804.0,8305373.0,16491177.0,19616.0,281405734.0,237715384.0
2024,PROPINSI BANTEN,BUDIARTO,,DOMESTIK,57.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,PROPINSI JAWA TENGAH,ADI SUMARMO,SOLO,DOMESTIK,3073.0,3073.0,269186.0,272697.0,541883.0,1285.0,2881546.0,2339039.0
2021,PROPINSI JAWA TENGAH,ADI SUMARMO,SOLO,DOMESTIK,2029.0,2029.0,216766.0,211.0,427986.0,0.0,1856723.0,2385900.0
2022,PROPINSI JAWA TENGAH,ADI SUMARMO,SOLO,DOMESTIK,3.0,3259.0,412361.0,427305.0,839666.0,0.0,1760859.0,5873491.0
2023,PROPINSI JAWA TENGAH,ADI SUMARMO,SOLO,DOMESTIK,4192.0,4158.0,553762.0,570783.0,1124545.0,0.0,3043227.0,8357737.0
2024,PROPINSI JAWA TENGAH,ADI SUMARMO,SOLO,DOMESTIK,4155.0,4107.0,502443.0,509.0,1011563.0,1.0,4005746.0,6930548.0
2020,PROPINSI JAWA TENGAH,ADI SUMARMO,SOLO,INTERNASIONAL,42.0,44.0,9.0,7968.0,17198.0,0.0,0.0,337491.0
2021,PROPINSI JAWA TENGAH,ADI SUMARMO,SOLO,INTERNASIONAL,4.0,3.0,4.0,2.0,6.0,0.0,15158.0,0.0
2022,PROPINSI JAWA TENGAH,ADI SUMARMO,SOLO,INTERNASIONAL,109.0,108.0,16832.0,16907.0,33739.0,0.0,0.0,749862.0
2023,PROPINSI JAWA TENGAH,ADI SUMARMO,SOLO,INTERNASIONAL,225.0,220.0,41911.0,39362.0,81273.0,0.0,7474.0,1537232.0
2024,PROPINSI JAWA TENGAH,ADI SUMARMO,SOLO,INTERNASIONAL,255.0,257.0,37.0,47772.0,85132.0,0.0,1.0,1657355.0
2020,PROPINSI JAWA TENGAH,ACHMAD YANI,SEMARANG,DOMESTIK,8345.0,8346.0,675905.0,657072.0,1332977.0,9.0,9023574.0,6051017.0
2021,PROPINSI JAWA TENGAH,ACHMAD YANI,SEMARANG,DOMESTIK,5.0,5104.0,440633.0,434897.0,875.0,8336.0,6763331.0,4899288.0
2022,PROPINSI JAWA TENGAH,ACHMAD YANI,SEMARANG,DOMESTIK,7.0,7313.0,817293.0,800816.0,1618109.0,13299.0,6222664.0,11272310.0
2023,PROPINSI JAWA TENGAH,ACHMAD YANI,SEMARANG,DOMESTIK,8577.0,9.0,1048014.0,1044386.0,2092400.0,5809.0,9772804.0,14760378.0
2024,PROPINSI JAWA TENGAH,ACHMAD YANI,SEMARANG,DOMESTIK,8814.0,9103.0,1124266.0,1124772.0,2249038.0,6.0,15249369.0,16240819.0
2020,PROPINSI JAWA TENGAH,ACHMAD YANI,SEMARANG,INTERNASIONAL,206.0,207.0,22.0,20482.0,42602.0,0.0,368737.0,493518.0
2021,PROPINSI JAWA TENGAH,ACHMAD YANI,SEMARANG,INTERNASIONAL,79.0,15.0,3.0,2.0,5.0,0.0,1212031.0,0.0
2022,PROPINSI JAWA TENGAH,ACHMAD YANI,SEMARANG,INTERNASIONAL,298.0,70.0,5.0,72.0,77.0,0.0,3578079.0,78.0
2023,PROPINSI JAWA TENGAH,ACHMAD YANI,SEMARANG,INTERNASIONAL,543.0,63.0,2262.0,2605.0,4867.0,0.0,4341238.0,49087.0
2024,PROPINSI JAWA TENGAH,ACHMAD YANI,SEMARANG,INTERNASIONAL,345.0,38.0,51.0,94.0,145.0,0.0,3465861.0,0.0
2020,PROPINSI JAWA TENGAH,TUNGGUL WULUNG,CILACAP,DOMESTIK,119.0,119.0,572.0,787.0,1359.0,0.0,1831.0,8.0
2021,PROPINSI JAWA TENGAH,TUNGGUL WULUNG,CILACAP,DOMESTIK,26.0,26.0,217.0,224.0,441.0,0.0,200.0,356.0
2022,PROPINSI JAWA TENGAH,TUNGGUL WULUNG,CILACAP,DOMESTIK,17.0,17.0,125.0,152.0,277.0,0.0,0.0,162.0
2023,PROPINSI JAWA TENGAH,TUNGGUL WULUNG,CILACAP,DOMESTIK,2446.0,2442.0,155.0,158.0,313.0,0.0,0.0,0.0
2024,PROPINSI JAWA TENGAH,TUNGGUL WULUNG,CILACAP,DOMESTIK,2213.0,2214.0,220.0,162.0,382.0,0.0,0.0,0.0
2020,PROPINSI JAWA TENGAH,J.B SOEDIRMAN,PURBALINGGA,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,PROPINSI JAWA TENGAH,J.B SOEDIRMAN,PURBALINGGA,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,PROPINSI JAWA TENGAH,J.B SOEDIRMAN,PURBALINGGA,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,PROPINSI JAWA TENGAH,J.B SOEDIRMAN,PURBALINGGA,DOMESTIK,18.0,17.0,71.0,146.0,217.0,0.0,0.0,0.0
2024,PROPINSI JAWA TENGAH,J.B SOEDIRMAN,PURBALINGGA,DOMESTIK,15.0,17.0,33.0,79.0,112.0,0.0,0.0,10.0
2020,PROPINSI JAWA TENGAH,DEWA DARU,KARIMUNJAWA,DOMESTIK,31.0,31.0,900.0,962.0,1862.0,0.0,0.0,3464.0
2021,PROPINSI JAWA TENGAH,DEWA DARU,KARIMUNJAWA,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,PROPINSI JAWA TENGAH,DEWA DARU,KARIMUNJAWA,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,PROPINSI JAWA TENGAH,DEWA DARU,KARIMUNJAWA,DOMESTIK,117.0,117.0,707.0,761.0,1468.0,0.0,0.0,13364.0
2024,PROPINSI JAWA TENGAH,DEWA DARU,KARIMUNJAWA,DOMESTIK,101.0,101.0,703.0,733.0,1436.0,0.0,0.0,13182.0
2024,PROPINSI JAWA TENGAH,NGLORAM,CEPU,DOMESTIK,22.0,19.0,90.0,79.0,169.0,0.0,0.0,0.0
2020,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,ADI SUTJIPTO,YOGYAKARTA,DOMESTIK,7171.0,7177.0,696818.0,753489.0,1450307.0,249.0,3726916.0,7401845.0
2021,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,ADI SUTJIPTO,YOGYAKARTA,DOMESTIK,1.0,1562.0,66716.0,69852.0,136568.0,2.0,26378.0,685.0
2022,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,ADI SUTJIPTO,YOGYAKARTA,DOMESTIK,1418.0,1419.0,52794.0,50911.0,103705.0,20226.0,25463.0,527.0
2023,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,ADI SUTJIPTO,YOGYAKARTA,DOMESTIK,13.0,13771.0,79666.0,78615.0,158281.0,0.0,108411.0,780498.0
2024,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,ADI SUTJIPTO,YOGYAKARTA,DOMESTIK,1255.0,1.0,62.0,61341.0,123981.0,21.0,19693.0,630804.0
2020,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,ADI SUTJIPTO,YOGYAKARTA,INTERNASIONAL,305.0,306.0,36548.0,35537.0,72085.0,0.0,300277.0,693263.0
2021,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,ADI SUTJIPTO,YOGYAKARTA,INTERNASIONAL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,ADI SUTJIPTO,YOGYAKARTA,INTERNASIONAL,2.0,2.0,9.0,8.0,17.0,0.0,0.0,0.0
2023,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,ADI SUTJIPTO,YOGYAKARTA,INTERNASIONAL,3.0,2.0,13.0,15.0,28.0,0.0,0.0,0.0
2024,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,ADI SUTJIPTO,YOGYAKARTA,INTERNASIONAL,1.0,1.0,9.0,5.0,14.0,0.0,0.0,7.0
2020,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,YOGYAKARTA INTERNASIONAL AIRPORT (DOM),,DOMESTIK,5883.0,5884.0,508564.0,486994.0,995558.0,42.0,6464299.0,4983413.0
2021,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,YOGYAKARTA INTERNASIONAL AIRPORT (DOM),,DOMESTIK,5789.0,5799.0,709751.0,685859.0,1167911.0,42.0,6694977.0,9252197.0
2022,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,YOGYAKARTA INTERNASIONAL AIRPORT (DOM),,DOMESTIK,10.0,10302.0,1463394.0,1427800.0,2891194.0,0.0,8056745.0,22464350.0
2023,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,YOGYAKARTA INTERNASIONAL AIRPORT (DOM),,DOMESTIK,13718.0,13716.0,1934817.0,1915070.0,3849887.0,0.0,11475981.0,29296156.0
2024,PROPINSI DAERAH ISTIMEWA YOGYAKARTA,YOGYAKARTA INTERNASIONAL AIRPORT (DOM),,DOMESTIK,13322.0,13.0,1921019.0,1919218.0,3840237.0,6504.0,15475870.0,30462947.0
2020,DAERAH ISTIMEWA YOGYAKARTA,YOGYAKARTA INTERNASIONAL AIRPORT (INT),,DOMESTIK,23.0,22.0,993.0,157.0,1150.0,0.0,111155.0,22356.0
2021,DAERAH ISTIMEWA YOGYAKARTA,YOGYAKARTA INTERNASIONAL AIRPORT (INT),,DOMESTIK,19.0,18.0,49.0,40.0,89.0,0.0,401598.0,852.0
2022,DAERAH ISTIMEWA YOGYAKARTA,YOGYAKARTA INTERNASIONAL AIRPORT (INT),,DOMESTIK,212.0,213.0,25240.0,23454.0,48694.0,0.0,104901.0,558166.0
2023,DAERAH ISTIMEWA YOGYAKARTA,YOGYAKARTA INTERNASIONAL AIRPORT (INT),,DOMESTIK,1630.0,1630.0,207728.0,203918.0,411646.0,0.0,186116.0,4136116.0
2024,DAERAH ISTIMEWA YOGYAKARTA,YOGYAKARTA INTERNASIONAL AIRPORT (INT),,DOMESTIK,1348.0,1356.0,201600.0,189638.0,391238.0,0.0,189415.0,4060100.0
2020,JAWA TIMUR,JUANDA,SURABAYA,DOMESTIK,32585.0,32597.0,3182279.0,2747248.0,5929527.0,441216.0,52730129.0,28847929.0
2021,JAWA TIMUR,JUANDA,SURABAYA,DOMESTIK,27474.0,26210.0,2896521.0,2471287.0,5367808.0,463588.0,55608258.0,33494706.0
2022,JAWA TIMUR,JUANDA,SURABAYA,DOMESTIK,36087.0,35970.0,4874665.0,4316508.0,9191173.0,656743.0,57867176.0,71241953.0
2023,JAWA TIMUR,JUANDA,SURABAYA,DOMESTIK,41674.0,41596.0,5895138.0,5270665.0,11165803.0,742977.0,54653564.0,84250254.0
2024,JAWA TIMUR,JUANDA,SURABAYA,DOMESTIK,40464.0,40453.0,5716475.0,5826741.0,11543216.0,534562.0,63591213.0,83103280.0
2020,JAWA TIMUR,JUANDA,SURABAYA,INTERNASIONAL,1928.0,1963.0,231254.0,199102.0,430356.0,0.0,12580754.0,6622008.0
2021,JAWA TIMUR,JUANDA,SURABAYA,INTERNASIONAL,998.0,1122.0,69756.0,8438.0,78194.0,0.0,14636149.0,1663410.0
2022,JAWA TIMUR,JUANDA,SURABAYA,INTERNASIONAL,2834.0,2955.0,467780.0,478325.0,946105.0,0.0,10546177.0,14350224.0
2023,JAWA TIMUR,JUANDA,SURABAYA,INTERNASIONAL,6439.0,6546.0,1040404.0,1061691.0,2102095.0,7.0,12838946.0,28616994.0
2024,JAWA TIMUR,JUANDA,SURABAYA,INTERNASIONAL,6959.0,6977.0,1179298.0,1116185.0,2295483.0,10.0,17542836.0,32498282.0
2020,JAWA TIMUR,BLIMBINGSARI,BANYUWANGI,DOMESTIK,1233.0,1230.0,55773.0,54752.0,110525.0,0.0,74609.0,601676.0
2021,JAWA TIMUR,BLIMBINGSARI,BANYUWANGI,DOMESTIK,945.0,928.0,29125.0,29664.0,58789.0,14.0,106022.0,310498.0
2022,JAWA TIMUR,BLIMBINGSARI,BANYUWANGI,DOMESTIK,1358.0,1358.0,53716.0,54536.0,108252.0,34.0,146236.0,344998.0
2023,JAWA TIMUR,BLIMBINGSARI,BANYUWANGI,DOMESTIK,1057.0,1192.0,75579.0,74632.0,150211.0,3.0,108935.0,971470.0
2024,JAWA TIMUR,BLIMBINGSARI,BANYUWANGI,DOMESTIK,2860.0,2860.0,77641.0,76428.0,154069.0,1.0,139983.0,1013258.0
2020,JAWA TIMUR,BLIMBINGSARI,BANYUWANGI,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,JAWA TIMUR,BLIMBINGSARI,BANYUWANGI,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,JAWA TIMUR,BLIMBINGSARI,BANYUWANGI,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,JAWA TIMUR,BLIMBINGSARI,BANYUWANGI,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,JAWA TIMUR,BLIMBINGSARI,BANYUWANGI,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,JAWA TIMUR,ABDUL RAHMAN SALEH,MALANG,DOMESTIK,1515.0,1515.0,134624.0,148351.0,282975.0,0.0,197701.0,1910180.0
2021,JAWA TIMUR,ABDUL RAHMAN SALEH,MALANG,DOMESTIK,782.0,782.0,73965.0,81864.0,155829.0,0.0,138277.0,1061226.0
2022,JAWA TIMUR,ABDUL RAHMAN SALEH,MALANG,DOMESTIK,1274.0,1275.0,172980.0,178015.0,350995.0,0.0,160424.0,2496020.0
2023,JAWA TIMUR,ABDUL RAHMAN SALEH,MALANG,DOMESTIK,1763.0,1753.0,235459.0,240668.0,476127.0,0.0,271316.0,3199776.0
2024,JAWA TIMUR,ABDUL RAHMAN SALEH,MALANG,DOMESTIK,1928.0,1926.0,251641.0,259786.0,511427.0,97.0,257812.0,3367258.0
2020,JAWA TIMUR,TRUNOJOYO,SUMENEP,DOMESTIK,199.0,199.0,2517.0,2607.0,5124.0,0.0,4933.0,14615.0
2021,JAWA TIMUR,TRUNOJOYO,SUMENEP,DOMESTIK,171.0,171.0,1286.0,1288.0,2574.0,0.0,19945.0,0.0
2022,JAWA TIMUR,TRUNOJOYO,SUMENEP,DOMESTIK,345.0,345.0,2694.0,2753.0,5447.0,0.0,0.0,34641.0
2023,JAWA TIMUR,TRUNOJOYO,SUMENEP,DOMESTIK,544.0,542.0,2240.0,2184.0,4424.0,24.0,35302.0,5616.0
2024,JAWA TIMUR,TRUNOJOYO,SUMENEP,DOMESTIK,310.0,310.0,2593.0,2443.0,5036.0,0.0,23475.0,3929.0
2020,JAWA TIMUR,NOTOHADINEGORO,JEMBER,DOMESTIK,88.0,88.0,2845.0,3082.0,5927.0,0.0,19342.0,15218.0
2021,JAWA TIMUR,NOTOHADINEGORO,JEMBER,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,JAWA TIMUR,NOTOHADINEGORO,JEMBER,DOMESTIK,3.0,2.0,42.0,77.0,119.0,0.0,0.0,0.0
2023,JAWA TIMUR,NOTOHADINEGORO,JEMBER,DOMESTIK,40.0,51.0,184.0,236.0,420.0,0.0,2233.0,2042.0
2024,JAWA TIMUR,NOTOHADINEGORO,JEMBER,DOMESTIK,101.0,99.0,491.0,554.0,1045.0,0.0,0.0,2961.0
2020,JAWA TIMUR,HARUN THOHIR,GRESIK,DOMESTIK,276.0,277.0,2009.0,2331.0,4.0,0.0,0.0,27312.0
2021,JAWA TIMUR,HARUN THOHIR,GRESIK,DOMESTIK,339.0,339.0,1744.0,2991.0,4735.0,0.0,0.0,29.0
2022,JAWA TIMUR,HARUN THOHIR,GRESIK,DOMESTIK,314.0,314.0,2577.0,3135.0,5712.0,0.0,0.0,32953.0
2023,JAWA TIMUR,HARUN THOHIR,GRESIK,DOMESTIK,261.0,261.0,2563.0,2723.0,5286.0,12.0,76.0,34138.0
2024,JAWA TIMUR,HARUN THOHIR,GRESIK,DOMESTIK,318.0,318.0,2.0,3317.0,6287.0,0.0,0.0,27297.0
2024,JAWA TIMUR,DHOHO,KEDIRI,DOMESTIK,200.0,198.0,14539.0,13847.0,28386.0,0.0,8652.0,180378.0
2024,JAWA TIMUR,PAGERUNGAN,,DOMESTIK,187.0,186.0,1932.0,1921.0,3853.0,0.0,10.0,27833.0
2020,BALI,NGURAH RAI,BALI,DOMESTIK,19625.0,19631.0,1735628.0,1805409.0,3541037.0,145929.0,24048973.0,23477514.0
2021,BALI,NGURAH RAI,BALI,DOMESTIK,17474.0,17468.0,1880219.0,1824388.0,3704607.0,67061.0,27601578.0,31105226.0
2022,BALI,NGURAH RAI,BALI,DOMESTIK,30608.0,30618.0,3978861.0,3878209.0,7857070.0,89965.0,22997945.0,68557591.0
2023,BALI,NGURAH RAI,BALI,DOMESTIK,36419.0,36401.0,4954994.0,4721243.0,9676237.0,242336.0,23758729.0,83112364.0
2024,BALI,NGURAH RAI,BALI,DOMESTIK,35324.0,35141.0,4829568.0,4872133.0,9701701.0,198969.0,25916436.0,83719663.0
2020,BALI,NGURAH RAI,BALI,INTERNASIONAL,8447.0,8467.0,1183054.0,1356003.0,2539057.0,42419.0,26073952.0,31076670.0
2021,BALI,NGURAH RAI,BALI,INTERNASIONAL,674.0,682.0,2594.0,3021.0,5615.0,27.0,3749933.0,39593.0
2022,BALI,NGURAH RAI,BALI,INTERNASIONAL,13016.0,13012.0,2333137.0,2212531.0,4545668.0,30523.0,13303229.0,60981535.0
2023,BALI,NGURAH RAI,BALI,INTERNASIONAL,31725.0,31769.0,5706536.0,5712886.0,11419422.0,116017.0,28959009.0,149024772.0
2024,BALI,NGURAH RAI,BALI,INTERNASIONAL,36328.0,36391.0,6896925.0,7009177.0,13906102.0,54903.0,43624082.0,180399019.0
2020,KALIMANTAN BARAT,SUPADIO,PONTIANAK,DOMESTIK,8.0,8056.0,644661.0,657173.0,1301834.0,1106.0,20457512.0,7378485.0
2021,KALIMANTAN BARAT,SUPADIO,PONTIANAK,DOMESTIK,6545.0,6541.0,522277.0,529963.0,1052240.0,428.0,30982899.0,7556033.0
2022,KALIMANTAN BARAT,SUPADIO,PONTIANAK,DOMESTIK,10.0,10038.0,1098928.0,1023108.0,2122036.0,231.0,31723901.0,17646064.0
2023,KALIMANTAN BARAT,SUPADIO,PONTIANAK,DOMESTIK,9656.0,9653.0,1204007.0,1130210.0,2334217.0,816.0,26112932.0,20214555.0
2024,KALIMANTAN BARAT,SUPADIO,PONTIANAK,DOMESTIK,9357.0,9355.0,1078900.0,1083075.0,2161975.0,687.0,28366351.0,18522600.0
2020,KALIMANTAN BARAT,SUPADIO,PONTIANAK,INTERNASIONAL,225.0,232.0,20328.0,19031.0,39359.0,0.0,5547.0,309.0
2021,KALIMANTAN BARAT,SUPADIO,PONTIANAK,INTERNASIONAL,2.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0
2022,KALIMANTAN BARAT,SUPADIO,PONTIANAK,INTERNASIONAL,30.0,27.0,7.0,8.0,15.0,0.0,0.0,0.0
2023,KALIMANTAN BARAT,SUPADIO,PONTIANAK,INTERNASIONAL,26.0,28.0,14.0,43.0,57.0,0.0,0.0,0.0
2024,KALIMANTAN BARAT,SUPADIO,PONTIANAK,INTERNASIONAL,10.0,14.0,0.0,13.0,13.0,0.0,0.0,0.0
2020,KALIMANTAN BARAT,TEBELIAN,SINTANG,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,KALIMANTAN BARAT,TEBELIAN,SINTANG,DOMESTIK,64.0,64.0,803.0,698.0,1501.0,0.0,0.0,3955.0
2022,KALIMANTAN BARAT,TEBELIAN,SINTANG,DOMESTIK,161.0,160.0,6718.0,7289.0,14007.0,0.0,0.0,67067.0
2023,KALIMANTAN BARAT,TEBELIAN,SINTANG,DOMESTIK,186.0,187.0,6715.0,7.0,13785.0,24.0,77.0,64844.0
2024,KALIMANTAN BARAT,TEBELIAN,SINTANG,DOMESTIK,125.0,125.0,4632.0,5078.0,9.0,0.0,59.0,41542.0
2020,KALIMANTAN BARAT,PANGSUMA,PUTUSSIBAU,DOMESTIK,341.0,341.0,15181.0,14121.0,29302.0,222.0,4091.0,108017.0
2021,KALIMANTAN BARAT,PANGSUMA,PUTUSSIBAU,DOMESTIK,126.0,126.0,4.0,5286.0,10096.0,0.0,626.0,46115.0
2022,KALIMANTAN BARAT,PANGSUMA,PUTUSSIBAU,DOMESTIK,212.0,212.0,9467.0,9331.0,18798.0,0.0,0.0,54255.0
2023,KALIMANTAN BARAT,PANGSUMA,PUTUSSIBAU,DOMESTIK,158.0,157.0,7082.0,6642.0,13724.0,0.0,3.0,36843.0
2024,KALIMANTAN BARAT,PANGSUMA,PUTUSSIBAU,DOMESTIK,98.0,97.0,4486.0,4131.0,8617.0,87.0,0.0,25244.0
2020,KALIMANTAN BARAT,RAHADI OESMAN,KETAPANG,DOMESTIK,1405.0,1405.0,69159.0,68602.0,137761.0,923.0,12197.0,439629.0
2021,KALIMANTAN BARAT,RAHADI OESMAN,KETAPANG,DOMESTIK,1105.0,1104.0,55318.0,57466.0,112784.0,509.0,80461.0,404564.0
2022,KALIMANTAN BARAT,RAHADI OESMAN,KETAPANG,DOMESTIK,1241.0,1241.0,71.0,73778.0,145668.0,49.0,179924.0,563128.0
2023,KALIMANTAN BARAT,RAHADI OESMAN,KETAPANG,DOMESTIK,1234.0,1234.0,69101.0,69438.0,138539.0,0.0,229933.0,550121.0
2024,KALIMANTAN BARAT,RAHADI OESMAN,KETAPANG,DOMESTIK,1127.0,1127.0,69444.0,67561.0,137005.0,0.0,154723.0,591172.0
2020,KALIMANTAN BARAT,NANGA PINOH,NANGA PINOH,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,KALIMANTAN BARAT,NANGA PINOH,NANGA PINOH,DOMESTIK,1.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0
2022,KALIMANTAN BARAT,NANGA PINOH,NANGA PINOH,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,KALIMANTAN BARAT,NANGA PINOH,NANGA PINOH,DOMESTIK,2.0,2.0,18.0,18.0,36.0,0.0,0.0,0.0
2024,KALIMANTAN BARAT,NANGA PINOH,NANGA PINOH,DOMESTIK,3.0,3.0,29.0,29.0,58.0,0.0,0.0,0.0
2024,KALIMANTAN BARAT,SINGKAWANG,,DOMESTIK,16.0,16.0,2.0,2.0,4.0,28.0,0.0,0.0
2020,KALIMANTAN TENGAH,TJILIK RIWUT,PALANGKARAYA,DOMESTIK,2182.0,2.0,152684.0,153768.0,306452.0,315.0,2947100.0,1678658.0
2021,KALIMANTAN TENGAH,TJILIK RIWUT,PALANGKARAYA,DOMESTIK,3159.0,3.0,186681.0,207267.0,397588.0,3.0,11315093.0,1886457.0
2022,KALIMANTAN TENGAH,TJILIK RIWUT,PALANGKARAYA,DOMESTIK,3271.0,3267.0,278.0,283.0,562.0,691.0,12765182.0,3796807.0
2023,KALIMANTAN TENGAH,TJILIK RIWUT,PALANGKARAYA,DOMESTIK,3963.0,3958.0,350313.0,344635.0,694948.0,172.0,11047310.0,4993798.0
2024,KALIMANTAN TENGAH,TJILIK RIWUT,PALANGKARAYA,DOMESTIK,3266.0,3268.0,357764.0,357078.0,714842.0,62.0,13348588.0,5055115.0
2024,KALIMANTAN TENGAH,TJILIK RIWUT,PALANGKARAYA,INTERNASIONAL,3.0,3.0,19.0,16.0,35.0,0.0,0.0,0.0
2020,KALIMANTAN TENGAH,ISKANDAR,PANGKALAN BUN,DOMESTIK,1695.0,1694.0,118096.0,109956.0,228052.0,4126.0,842445.0,1355427.0
2021,KALIMANTAN TENGAH,ISKANDAR,PANGKALAN BUN,DOMESTIK,1681.0,1.0,98347.0,88008.0,186355.0,231.0,606414.0,980134.0
2022,KALIMANTAN TENGAH,ISKANDAR,PANGKALAN BUN,DOMESTIK,2343.0,2344.0,173686.0,171563.0,345249.0,721.0,783022.0,2451802.0
2023,KALIMANTAN TENGAH,ISKANDAR,PANGKALAN BUN,DOMESTIK,2161.0,2146.0,178055.0,181196.0,359251.0,541.0,687.0,2840553.0
2024,KALIMANTAN TENGAH,ISKANDAR,PANGKALAN BUN,DOMESTIK,2175.0,2176.0,233507.0,238502.0,472009.0,628.0,629444.0,3946503.0
2020,KALIMANTAN TENGAH,H. ASAN,SAMPIT,DOMESTIK,912.0,912.0,46.0,48181.0,94901.0,3864.0,893027.0,472142.0
2021,KALIMANTAN TENGAH,H. ASAN,SAMPIT,DOMESTIK,617.0,617.0,30946.0,29427.0,60373.0,0.0,468305.0,272525.0
2022,KALIMANTAN TENGAH,H. ASAN,SAMPIT,DOMESTIK,971.0,971.0,58286.0,57503.0,115789.0,258.0,998676.0,687.0
2023,KALIMANTAN TENGAH,H. ASAN,SAMPIT,DOMESTIK,497.0,494.0,35581.0,32448.0,68029.0,0.0,539872.0,490735.0
2024,KALIMANTAN TENGAH,H. ASAN,SAMPIT,DOMESTIK,462.0,462.0,39769.0,37835.0,77604.0,0.0,616732.0,647763.0
2020,KALIMANTAN TENGAH,BERINGIN / HAJI MUHAMMAD SIDIK,MUARA TEWEH,DOMESTIK,167.0,167.0,1187.0,1149.0,2336.0,0.0,0.0,15833.0
2021,KALIMANTAN TENGAH,BERINGIN / HAJI MUHAMMAD SIDIK,MUARA TEWEH,DOMESTIK,280.0,280.0,1793.0,2.0,3993.0,0.0,0.0,24.0
2022,KALIMANTAN TENGAH,BERINGIN / HAJI MUHAMMAD SIDIK,MUARA TEWEH,DOMESTIK,304.0,304.0,11044.0,11212.0,22256.0,0.0,8.0,115954.0
