tahun,propinsi,nama_bandara,kota,tipe_penerbangan,pesawat_datang,pesawat_berangkat,penumpang_datang,penumpang_berangkat,penumpang_total,penumpang_transit,barang_total_kg,bagasi_total_kg
2023,PROPINSI KEPULAUAN RIAU,RAJA HAJI FISABILILLAH,TANJUNG PINANG,DOMESTIK,1691.0,1695.0,117103.0,113569.0,230672.0,0.0,6162330.0,1741555.0
2024,PROPINSI KEPULAUAN RIAU,RAJA HAJI FISABILILLAH,TANJUNG PINANG,DOMESTIK,1.0,1986.0,132509.0,128061.0,260.0,1.0,8160507.0,1925700.0
2020,PROPINSI KEPULAUAN RIAU,RAJA HAJI FISABILILLAH,TANJUNG PINANG,INTERNASIONAL,8.0,6.0,439.0,0.0,439.0,0.0,0.0,4764.0
2021,PROPINSI KEPULAUAN RIAU,RAJA HAJI FISABILILLAH,TANJUNG PINANG,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,PROPINSI KEPULAUAN RIAU,RAJA HAJI FISABILILLAH,TANJUNG PINANG,INTERNASIONAL,4.0,6.0,10.0,18.0,28.0,0.0,0.0,10.0
2023,PROPINSI KEPULAUAN RIAU,RAJA HAJI FISABILILLAH,TANJUNG PINANG,INTERNASIONAL,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,PROPINSI KEPULAUAN RIAU,RAJA HAJI FISABILILLAH,TANJUNG PINANG,INTERNASIONAL,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,PROPINSI KEPULAUAN RIAU,DABO,SINGKEP,DOMESTIK,566.0,566.0,5501.0,5405.0,10906.0,0.0,0.0,51011.0
2021,PROPINSI KEPULAUAN RIAU,DABO,SINGKEP,DOMESTIK,548.0,548.0,3492.0,4093.0,7585.0,0.0,0.0,57569.0
2022,PROPINSI KEPULAUAN RIAU,DABO,SINGKEP,DOMESTIK,456.0,456.0,3812.0,4207.0,8019.0,0.0,0.0,65301.0
2023,PROPINSI KEPULAUAN RIAU,DABO,SINGKEP,DOMESTIK,422.0,421.0,4317.0,4666.0,8983.0,0.0,0.0,72.0
2024,PROPINSI KEPULAUAN RIAU,DABO,SINGKEP,DOMESTIK,635.0,641.0,6081.0,6666.0,12747.0,0.0,0.0,64951.0
2020,PROPINSI KEPULAUAN RIAU,RAJA HAJI ABDULLAH,TANJUNG BALAI KARIMUN,DOMESTIK,176.0,174.0,1079.0,1303.0,2382.0,0.0,0.0,11321.0
2021,PROPINSI KEPULAUAN RIAU,RAJA HAJI ABDULLAH,TANJUNG BALAI KARIMUN,DOMESTIK,208.0,208.0,1454.0,1689.0,3143.0,0.0,0.0,26.0
2022,PROPINSI KEPULAUAN RIAU,RAJA HAJI ABDULLAH,TANJUNG BALAI KARIMUN,DOMESTIK,176.0,176.0,1676.0,1807.0,3483.0,0.0,0.0,28925.0
2023,PROPINSI KEPULAUAN RIAU,RAJA HAJI ABDULLAH,TANJUNG BALAI KARIMUN,DOMESTIK,123.0,123.0,1.0,1.0,2.0,0.0,0.0,20743.0
2024,PROPINSI KEPULAUAN RIAU,RAJA HAJI ABDULLAH,TANJUNG BALAI KARIMUN,DOMESTIK,284.0,281.0,2448.0,2786.0,5234.0,0.0,0.0,27851.0
2020,PROPINSI KEPULAUAN RIAU,PINANG KAMPAI,DUMAI,DOMESTIK,564.0,565.0,15038.0,14121.0,29159.0,0.0,0.0,129596.0
2021,PROPINSI KEPULAUAN RIAU,PINANG KAMPAI,DUMAI,DOMESTIK,202.0,202.0,479.0,462.0,941.0,0.0,0.0,16393.0
2022,PROPINSI KEPULAUAN RIAU,PINANG KAMPAI,DUMAI,DOMESTIK,87.0,87.0,222.0,223.0,445.0,0.0,0.0,3685.0
2023,PROPINSI KEPULAUAN RIAU,PINANG KAMPAI,DUMAI,DOMESTIK,9.0,37.0,53.0,56.0,109.0,0.0,0.0,0.0
2024,PROPINSI KEPULAUAN RIAU,PINANG KAMPAI,DUMAI,DOMESTIK,26.0,26.0,177.0,221.0,398.0,0.0,0.0,707.0
2020,PROPINSI KEPULAUAN RIAU,SULTAN HAROEN SETIA NEGARA,PELALAWAN,DOMESTIK,199.0,196.0,1018.0,919.0,1937.0,0.0,0.0,5.0
2021,PROPINSI KEPULAUAN RIAU,SULTAN HAROEN SETIA NEGARA,PELALAWAN,DOMESTIK,218.0,218.0,672.0,686.0,1358.0,0.0,0.0,290.0
2022,PROPINSI KEPULAUAN RIAU,SULTAN HAROEN SETIA NEGARA,PELALAWAN,DOMESTIK,347.0,347.0,1422.0,1324.0,2746.0,0.0,0.0,1598.0
2023,PROPINSI KEPULAUAN RIAU,SULTAN HAROEN SETIA NEGARA,PELALAWAN,DOMESTIK,316.0,315.0,1316.0,1345.0,2661.0,0.0,0.0,6932.0
2024,PROPINSI KEPULAUAN RIAU,SULTAN HAROEN SETIA NEGARA,PELALAWAN,DOMESTIK,401.0,400.0,1677.0,1.0,3327.0,0.0,0.0,9692.0
2020,PROPINSI KEPULAUAN RIAU,RANAI,NATUNA,DOMESTIK,331.0,331.0,19051.0,19861.0,38912.0,0.0,0.0,271321.0
2021,PROPINSI KEPULAUAN RIAU,RANAI,NATUNA,DOMESTIK,330.0,330.0,18.0,18387.0,36547.0,0.0,0.0,163565.0
2022,PROPINSI KEPULAUAN RIAU,RANAI,NATUNA,DOMESTIK,392.0,392.0,24659.0,24412.0,49071.0,0.0,303904.0,370637.0
2023,PROPINSI KEPULAUAN RIAU,RANAI,NATUNA,DOMESTIK,419.0,419.0,25118.0,25031.0,50149.0,0.0,308717.0,384656.0
2024,PROPINSI KEPULAUAN RIAU,RANAI,NATUNA,DOMESTIK,466.0,464.0,26508.0,26613.0,53121.0,0.0,340537.0,429062.0
2020,PROPINSI KEPULAUAN RIAU,BANDARA KHUSUS MATAK,ANAMBAS,DOMESTIK,2309.0,2311.0,33085.0,33016.0,66101.0,0.0,0.0,21057.0
2021,PROPINSI KEPULAUAN RIAU,BANDARA KHUSUS MATAK,ANAMBAS,DOMESTIK,1862.0,1862.0,23662.0,23851.0,47513.0,0.0,0.0,0.0
2022,PROPINSI KEPULAUAN RIAU,BANDARA KHUSUS MATAK,ANAMBAS,DOMESTIK,2549.0,2549.0,32525.0,32594.0,65119.0,0.0,0.0,0.0
2023,PROPINSI KEPULAUAN RIAU,BANDARA KHUSUS MATAK,ANAMBAS,DOMESTIK,407.0,405.0,17.0,18016.0,36006.0,0.0,0.0,3457984.0
2024,PROPINSI KEPULAUAN RIAU,BANDARA KHUSUS MATAK,ANAMBAS,DOMESTIK,393.0,392.0,17876.0,18059.0,35935.0,0.0,0.0,3361864.0
2020,PROPINSI KEPULAUAN RIAU,BANDARA LETUNG,KEPULAUAN ANAMBAS,DOMESTIK,160.0,160.0,7.0,6964.0,14784.0,0.0,0.0,43964.0
2021,PROPINSI KEPULAUAN RIAU,BANDARA LETUNG,KEPULAUAN ANAMBAS,DOMESTIK,156.0,156.0,7001.0,6681.0,13682.0,0.0,0.0,36432.0
2022,PROPINSI KEPULAUAN RIAU,BANDARA LETUNG,KEPULAUAN ANAMBAS,DOMESTIK,233.0,233.0,7962.0,7886.0,15848.0,0.0,0.0,56423.0
2023,PROPINSI KEPULAUAN RIAU,BANDARA LETUNG,KEPULAUAN ANAMBAS,DOMESTIK,257.0,257.0,9655.0,9327.0,18982.0,205.0,0.0,67652.0
2024,PROPINSI KEPULAUAN RIAU,BANDARA LETUNG,KEPULAUAN ANAMBAS,DOMESTIK,275.0,301.0,8129.0,8647.0,16776.0,0.0,0.0,57143.0
2020,PROPINSI KEPULAUAN RIAU,UPTD TEMPULING,INDRAGIRI HILIR,DOMESTIK,17.0,17.0,85.0,73.0,158.0,0.0,0.0,873.0
2021,PROPINSI KEPULAUAN RIAU,UPTD TEMPULING,INDRAGIRI HILIR,DOMESTIK,52.0,52.0,60.0,90.0,150.0,0.0,0.0,885.0
2022,PROPINSI KEPULAUAN RIAU,UPTD TEMPULING,INDRAGIRI HILIR,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,PROPINSI KEPULAUAN RIAU,UPTD TEMPULING,INDRAGIRI HILIR,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,PROPINSI KEPULAUAN RIAU,UPTD TEMPULING,INDRAGIRI HILIR,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,PROPINSI KEPULAUAN RIAU,BANDARA TAMBELAN,,DOMESTIK,116.0,116.0,1128.0,1137.0,2265.0,0.0,0.0,7.0
2024,PROPINSI KEPULAUAN RIAU,BANDARA ABDUL HARIS NASUTION,,DOMESTIK,1.0,1.0,8.0,8.0,16.0,0.0,0.0,0.0
2020,PROPINSI JAMBI,SULTAN THAHA,JAMBI,DOMESTIK,3937.0,3904.0,283448.0,269137.0,552585.0,5241.0,5276364.0,2544309.0
2021,PROPINSI JAMBI,SULTAN THAHA,JAMBI,DOMESTIK,2818.0,2819.0,215217.0,215.0,430287.0,0.0,3718922.0,0.0
2022,PROPINSI JAMBI,SULTAN THAHA,JAMBI,DOMESTIK,3665.0,3667.0,406541.0,427969.0,834.0,32.0,3958124.0,5963651.0
2023,PROPINSI JAMBI,SULTAN THAHA,JAMBI,DOMESTIK,4109.0,4111.0,487463.0,499984.0,987447.0,226.0,3458353.0,7018714.0
2024,PROPINSI JAMBI,SULTAN THAHA,JAMBI,DOMESTIK,4134.0,4119.0,480786.0,503165.0,983951.0,135.0,3533037.0,7167026.0
2024,PROPINSI JAMBI,SULTAN THAHA,JAMBI,INTERNASIONAL,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,PROPINSI JAMBI,DEPATI PARBO,KERINCI,DOMESTIK,86.0,86.0,2353.0,2542.0,4895.0,0.0,0.0,5765.0
2021,PROPINSI JAMBI,DEPATI PARBO,KERINCI,DOMESTIK,5.0,5.0,62.0,59.0,121.0,0.0,0.0,6.0
2022,PROPINSI JAMBI,DEPATI PARBO,KERINCI,DOMESTIK,25.0,24.0,226.0,231.0,457.0,0.0,1891.0,3178.0
2023,PROPINSI JAMBI,DEPATI PARBO,KERINCI,DOMESTIK,7.0,7.0,53.0,52.0,105.0,0.0,0.0,0.0
2024,PROPINSI JAMBI,DEPATI PARBO,KERINCI,DOMESTIK,109.0,109.0,1.0,1201.0,2311.0,0.0,0.0,9976.0
2020,PROPINSI JAMBI,MUARO BUNGO,,DOMESTIK,516.0,516.0,9653.0,8864.0,18517.0,0.0,80347.0,101719.0
2021,PROPINSI JAMBI,MUARO BUNGO,,DOMESTIK,16.0,16.0,803.0,867.0,1.0,0.0,0.0,13936.0
2022,PROPINSI JAMBI,MUARO BUNGO,,DOMESTIK,126.0,126.0,12129.0,12221.0,24.0,0.0,1.0,197.0
2023,PROPINSI JAMBI,MUARO BUNGO,,DOMESTIK,141.0,141.0,12768.0,12942.0,25.0,0.0,1.0,205996.0
2024,PROPINSI JAMBI,MUARO BUNGO,,DOMESTIK,215.0,216.0,15347.0,15492.0,30839.0,0.0,4345.0,245678.0
2020,PROPINSI BENGKULU,FATMAWATI SOEKARNO,PADANG KEMILING,DOMESTIK,2081.0,2079.0,158017.0,181107.0,339124.0,107.0,1700092.0,2524.0
2021,PROPINSI BENGKULU,FATMAWATI SOEKARNO,PADANG KEMILING,DOMESTIK,1654.0,1656.0,163351.0,159363.0,322714.0,0.0,1234724.0,0.0
2022,PROPINSI BENGKULU,FATMAWATI SOEKARNO,PADANG KEMILING,DOMESTIK,2.0,2.0,255.0,277379.0,533309.0,0.0,1501085.0,2769712.0
2023,PROPINSI BENGKULU,FATMAWATI SOEKARNO,PADANG KEMILING,DOMESTIK,2325.0,2326.0,299676.0,307667.0,607343.0,18.0,1661752.0,4428776.0
2024,PROPINSI BENGKULU,FATMAWATI SOEKARNO,PADANG KEMILING,DOMESTIK,2.0,2391.0,291933.0,300196.0,592129.0,0.0,1743820.0,4426902.0
2020,PROPINSI BENGKULU,MUKO,MUKO,DOMESTIK,144.0,144.0,344.0,442.0,786.0,0.0,342.0,4468.0
2021,PROPINSI BENGKULU,MUKO,MUKO,DOMESTIK,210.0,210.0,372.0,479.0,851.0,0.0,0.0,4509.0
2022,PROPINSI BENGKULU,MUKO,MUKO,DOMESTIK,207.0,207.0,917.0,1194.0,2111.0,1.0,0.0,11997.0
2023,PROPINSI BENGKULU,MUKO,MUKO,DOMESTIK,207.0,207.0,1408.0,1845.0,3253.0,0.0,0.0,20.0
2024,PROPINSI BENGKULU,MUKO,MUKO,DOMESTIK,208.0,208.0,1528.0,1865.0,3393.0,0.0,0.0,12579.0
2024,PROPINSI BENGKULU,ENGGANO,,DOMESTIK,109.0,109.0,1002.0,1141.0,2143.0,0.0,0.0,6995.0
2020,PROPINSI SUMATERA SELATAN,SM BADARUDIN II,PALEMBANG,DOMESTIK,8574.0,8693.0,712.0,676702.0,1389172.0,12.0,6263624.0,6796885.0
2021,PROPINSI SUMATERA SELATAN,SM BADARUDIN II,PALEMBANG,DOMESTIK,5557.0,5603.0,513698.0,519497.0,1033195.0,0.0,5687369.0,0.0
2022,PROPINSI SUMATERA SELATAN,SM BADARUDIN II,PALEMBANG,DOMESTIK,8631.0,8629.0,1021382.0,1026743.0,2048125.0,5369.0,5296816.0,19529957.0
2023,PROPINSI SUMATERA SELATAN,SM BADARUDIN II,PALEMBANG,DOMESTIK,9649.0,9645.0,1356967.0,1364074.0,2721041.0,15786.0,5092822.0,20168644.0
2024,PROPINSI SUMATERA SELATAN,SM BADARUDIN II,PALEMBANG,DOMESTIK,9409.0,9.0,1374281.0,1380250.0,2754531.0,15.0,5818456.0,20441014.0
2020,PROPINSI SUMATERA SELATAN,SM BADARUDIN II,PALEMBANG,INTERNASIONAL,201.0,202.0,23052.0,21085.0,44137.0,9.0,23257.0,474152.0
2021,PROPINSI SUMATERA SELATAN,SM BADARUDIN II,PALEMBANG,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,PROPINSI SUMATERA SELATAN,SM BADARUDIN II,PALEMBANG,INTERNASIONAL,57.0,56.0,4782.0,4984.0,9766.0,0.0,0.0,165471.0
2023,PROPINSI SUMATERA SELATAN,SM BADARUDIN II,PALEMBANG,INTERNASIONAL,94.0,75.0,16022.0,12161.0,28183.0,0.0,413.0,512658.0
2024,PROPINSI SUMATERA SELATAN,SM BADARUDIN II,PALEMBANG,INTERNASIONAL,111.0,105.0,30258.0,31311.0,61569.0,1.0,218.0,1263599.0
2024,PROPINSI SUMATERA SELATAN,ATUNG BUNGSU,PAGAR ALAM,DOMESTIK,209.0,208.0,942.0,1157.0,2099.0,0.0,0.0,3803.0
2020,PROPINSI BANGKA BELITUNG,H. AS. HANANDJOEDIN,TANJUNG PANDAN,DOMESTIK,2182.0,2.0,152684.0,153768.0,306452.0,315.0,2947100.0,1678658.0
2021,PROPINSI BANGKA BELITUNG,H. AS. HANANDJOEDIN,TANJUNG PANDAN,DOMESTIK,2105.0,2106.0,155205.0,155119.0,310324.0,0.0,5384218.0,0.0
2022,PROPINSI BANGKA BELITUNG,H. AS. HANANDJOEDIN,TANJUNG PANDAN,DOMESTIK,2793.0,2793.0,293719.0,291223.0,584942.0,15798.0,5252666.0,4210225.0
2023,PROPINSI BANGKA BELITUNG,H. AS. HANANDJOEDIN,TANJUNG PANDAN,DOMESTIK,2566.0,2566.0,323361.0,319527.0,642888.0,7775.0,5162697.0,4565887.0
2024,PROPINSI BANGKA BELITUNG,H. AS. HANANDJOEDIN,TANJUNG PANDAN,DOMESTIK,2105.0,2104.0,277226.0,280608.0,557834.0,2238.0,4483659.0,4026727.0
2020,PROPINSI BANGKA BELITUNG,H. AS. HANANDJOEDIN,TANJUNG PANDAN,INTERNASIONAL,46.0,48.0,3332.0,4025.0,7357.0,0.0,0.0,42866.0
2021,PROPINSI BANGKA BELITUNG,H. AS. HANANDJOEDIN,TANJUNG PANDAN,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,PROPINSI BANGKA BELITUNG,H. AS. HANANDJOEDIN,TANJUNG PANDAN,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,PROPINSI BANGKA BELITUNG,H. AS. HANANDJOEDIN,TANJUNG PANDAN,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,PROPINSI BANGKA BELITUNG,H. AS. HANANDJOEDIN,TANJUNG PANDAN,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,PROPINSI BANGKA BELITUNG,DEPATI AMIR,PANGKAL PINANG,DOMESTIK,4797.0,4795.0,337873.0,317036.0,654909.0,18157.0,6022675.0,3285706.0
2021,PROPINSI BANGKA BELITUNG,DEPATI AMIR,PANGKAL PINANG,DOMESTIK,3468.0,3468.0,320653.0,316999.0,637652.0,0.0,9409777.0,0.0
2022,PROPINSI BANGKA BELITUNG,DEPATI AMIR,PANGKAL PINANG,DOMESTIK,5126.0,5124.0,594046.0,574058.0,1168104.0,29103.0,10526894.0,8971346.0
2023,PROPINSI BANGKA BELITUNG,DEPATI AMIR,PANGKAL PINANG,DOMESTIK,5106.0,5106.0,654301.0,621569.0,1275870.0,39382.0,9191203.0,9678813.0
2024,PROPINSI BANGKA BELITUNG,DEPATI AMIR,PANGKAL PINANG,DOMESTIK,4772.0,4767.0,599204.0,603463.0,1202667.0,28211.0,10350154.0,9285872.0
2020,PROPINSI BANGKA BELITUNG,DEPATI AMIR,PANGKAL PINANG,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,PROPINSI BANGKA BELITUNG,DEPATI AMIR,PANGKAL PINANG,INTERNASIONAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,PROPINSI BANGKA BELITUNG,DEPATI AMIR,PANGKAL PINANG,INTERNASIONAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,PROPINSI BANGKA BELITUNG,DEPATI AMIR,PANGKAL PINANG,INTERNASIONAL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,PROPINSI BANGKA BELITUNG,DEPATI AMIR,PANGKAL PINANG,INTERNASIONAL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,PROPINSI BANGKA BELITUNG,SILAMPARI,LUBUK LINGGAU,DOMESTIK,316.0,316.0,23916.0,23319.0,47235.0,0.0,51911.0,305403.0
2021,PROPINSI BANGKA BELITUNG,SILAMPARI,LUBUK LINGGAU,DOMESTIK,104.0,103.0,8393.0,9.0,17903.0,0.0,7944.0,138598.0
2022,PROPINSI BANGKA BELITUNG,SILAMPARI,LUBUK LINGGAU,DOMESTIK,171.0,169.0,21.0,21366.0,42866.0,0.0,1.0,350764.0
2023,PROPINSI BANGKA BELITUNG,SILAMPARI,LUBUK LINGGAU,DOMESTIK,321.0,321.0,42464.0,41603.0,84067.0,0.0,5993.0,674477.0
2024,PROPINSI BANGKA BELITUNG,SILAMPARI,LUBUK LINGGAU,DOMESTIK,376.0,376.0,50788.0,48973.0,99761.0,0.0,8239.0,783745.0
2020,PROPINSI LAMPUNG,RADIN INTEN II,TANJUNG KARANG,DOMESTIK,3917.0,3914.0,246652.0,321593.0,568245.0,2184.0,1558298.0,1789183.0
2021,PROPINSI LAMPUNG,RADIN INTEN II,TANJUNG KARANG,DOMESTIK,2299.0,2295.0,210.0,214512.0,425372.0,3.0,989742.0,2397861.0
2022,PROPINSI LAMPUNG,RADIN INTEN II,TANJUNG KARANG,DOMESTIK,2821.0,2826.0,336061.0,351563.0,687624.0,1.0,1101047.0,4856666.0
2023,PROPINSI LAMPUNG,RADIN INTEN II,TANJUNG KARANG,DOMESTIK,3407.0,3402.0,450007.0,468637.0,918644.0,310.0,1116741.0,0.0
2024,PROPINSI LAMPUNG,RADIN INTEN II,TANJUNG KARANG,DOMESTIK,4106.0,4123.0,487279.0,531454.0,1018733.0,14.0,1506827.0,7211654.0
2024,PROPINSI LAMPUNG,MUHAMMAD TAUFIQ KIEMAS,,DOMESTIK,205.0,205.0,1.0,1.0,3.0,0.0,0.0,8.0
2020,DAERAH KHUSUS IBUKOTA JAKARTA,HALIM PERDANAKUSUMAH,JAKARTA,DOMESTIK,17145.0,16474.0,990002.0,947457.0,1937459.0,73996.0,43964169.0,13908283.0
2021,DAERAH KHUSUS IBUKOTA JAKARTA,HALIM PERDANAKUSUMAH,JAKARTA,DOMESTIK,16377.0,16593.0,753801.0,639039.0,1392840.0,37642.0,76782319.0,11636338.0
2022,DAERAH KHUSUS IBUKOTA JAKARTA,HALIM PERDANAKUSUMAH,JAKARTA,DOMESTIK,7753.0,7754.0,499677.0,477011.0,976688.0,24337.0,21821402.0,5903381.0
2023,DAERAH KHUSUS IBUKOTA JAKARTA,HALIM PERDANAKUSUMAH,JAKARTA,DOMESTIK,20776.0,20969.0,1851212.0,1801618.0,3652830.0,130361.0,45230302.0,22043554.0
2024,DAERAH KHUSUS IBUKOTA JAKARTA,HALIM PERDANAKUSUMAH,JAKARTA,DOMESTIK,19131.0,19331.0,1660711.0,1674894.0,3423314.0,68.0,52782062.0,19333526.0
2020,DAERAH KHUSUS IBUKOTA JAKARTA,HALIM PERDANAKUSUMAH,JAKARTA,INTERNASIONAL,931.0,702.0,845.0,1789.0,2634.0,0.0,2781811.0,0.0
2021,DAERAH KHUSUS IBUKOTA JAKARTA,HALIM PERDANAKUSUMAH,JAKARTA,INTERNASIONAL,945.0,733.0,615.0,1269.0,1884.0,0.0,3366899.0,0.0
2022,DAERAH KHUSUS IBUKOTA JAKARTA,HALIM PERDANAKUSUMAH,JAKARTA,INTERNASIONAL,360.0,344.0,835.0,640.0,1475.0,0.0,164457.0,0.0
2023,DAERAH KHUSUS IBUKOTA JAKARTA,HALIM PERDANAKUSUMAH,JAKARTA,INTERNASIONAL,1407.0,1175.0,3167.0,4.0,7917.0,0.0,1975284.0,0.0
2024,DAERAH KHUSUS IBUKOTA JAKARTA,HALIM PERDANAKUSUMAH,JAKARTA,INTERNASIONAL,1349.0,1118.0,2632.0,4147.0,6779.0,0.0,2352211.0,14102.0
2020,PROPINSI JAWA BARAT,HUSEIN SASTRANEGARA,BANDUNG,DOMESTIK,4084.0,4093.0,188525.0,181935.0,370.0,7551.0,2904204.0,1619982.0
2021,PROPINSI JAWA BARAT,HUSEIN SASTRANEGARA,BANDUNG,DOMESTIK,2973.0,2971.0,207606.0,190984.0,398.0,12681.0,3750269.0,3070801.0
2022,PROPINSI JAWA BARAT,HUSEIN SASTRANEGARA,BANDUNG,DOMESTIK,3271.0,3258.0,369238.0,330834.0,700072.0,38975.0,3314784.0,6609547.0
2023,PROPINSI JAWA BARAT,HUSEIN SASTRANEGARA,BANDUNG,DOMESTIK,3078.0,3067.0,386147.0,347899.0,734046.0,41647.0,4154008.0,6763797.0
2024,PROPINSI JAWA BARAT,HUSEIN SASTRANEGARA,BANDUNG,DOMESTIK,826.0,832.0,1403.0,1397.0,2.0,793.0,13754.0,14376.0
2020,PROPINSI JAWA BARAT,HUSEIN SASTRANEGARA,BANDUNG,INTERNASIONAL,477.0,476.0,53.0,51286.0,104396.0,0.0,65839.0,995293.0
2021,PROPINSI JAWA BARAT,HUSEIN SASTRANEGARA,BANDUNG,INTERNASIONAL,11.0,9.0,3.0,18.0,21.0,0.0,0.0,0.0
2022,PROPINSI JAWA BARAT,HUSEIN SASTRANEGARA,BANDUNG,INTERNASIONAL,9.0,17.0,4.0,50.0,54.0,0.0,0.0,3.0
2023,PROPINSI JAWA BARAT,HUSEIN SASTRANEGARA,BANDUNG,INTERNASIONAL,20.0,20.0,52.0,69.0,121.0,0.0,0.0,13.0
2024,PROPINSI JAWA BARAT,HUSEIN SASTRANEGARA,BANDUNG,INTERNASIONAL,31.0,20.0,104.0,111.0,215.0,0.0,0.0,57.0
2020,PROPINSI JAWA BARAT,CAKRABUANA,CIREBON,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,PROPINSI JAWA BARAT,CAKRABUANA,CIREBON,DOMESTIK,529.0,531.0,44.0,41.0,85.0,0.0,0.0,0.0
2022,PROPINSI JAWA BARAT,CAKRABUANA,CIREBON,DOMESTIK,580.0,616.0,27.0,27.0,54.0,0.0,0.0,0.0
2023,PROPINSI JAWA BARAT,CAKRABUANA,CIREBON,DOMESTIK,523.0,2902.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,PROPINSI JAWA BARAT,CAKRABUANA,CIREBON,DOMESTIK,341.0,2029.0,1.0,4821.0,5821.0,2.0,0.0,1.0
2020,PROPINSI JAWA BARAT,NUSAWIRU,CIAMIS,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,PROPINSI JAWA BARAT,NUSAWIRU,CIAMIS,DOMESTIK,116.0,111.0,587.0,604.0,1191.0,0.0,17719.0,12265.0
2022,PROPINSI JAWA BARAT,NUSAWIRU,CIAMIS,DOMESTIK,200.0,199.0,1287.0,1287.0,2574.0,8.0,25544.0,23368.0
2023,PROPINSI JAWA BARAT,NUSAWIRU,CIAMIS,DOMESTIK,1448.0,1463.0,2252.0,2.0,4642.0,0.0,33779.0,38612.0
2024,PROPINSI JAWA BARAT,NUSAWIRU,CIAMIS,DOMESTIK,1477.0,1473.0,2935.0,2819.0,5754.0,0.0,40532.0,49151.0
2020,PROPINSI JAWA BARAT,WIRIADINATA,TASIKMALAYA,DOMESTIK,79.0,79.0,2507.0,2806.0,5313.0,0.0,9065.0,6998.0
2021,PROPINSI JAWA BARAT,WIRIADINATA,TASIKMALAYA,DOMESTIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,PROPINSI JAWA BARAT,WIRIADINATA,TASIKMALAYA,DOMESTIK,14.0,14.0,38.0,25.0,63.0,0.0,0.0,55.0
2023,PROPINSI JAWA BARAT,WIRIADINATA,TASIKMALAYA,DOMESTIK,13.0,13.0,186.0,237.0,423.0,0.0,0.0,80.0
2024,PROPINSI JAWA BARAT,WIRIADINATA,TASIKMALAYA,DOMESTIK,13.0,12.0,94.0,95.0,189.0,0.0,0.0,0.0
2020,PROPINSI JAWA BARAT,KERTAJATI,MAJALENGKA,DOMESTIK,795.0,797.0,60851.0,59558.0,120409.0,0.0,481779.0,427424.0
2021,PROPINSI JAWA BARAT,KERTAJATI,MAJALENGKA,DOMESTIK,110.0,112.0,25.0,25.0,50.0,0.0,151958.0,200.0
2022,PROPINSI JAWA BARAT,KERTAJATI,MAJALENGKA,DOMESTIK,593.0,593.0,417.0,109.0,526.0,0.0,6259360.0,3703.0
2023,PROPINSI JAWA BARAT,KERTAJATI,MAJALENGKA,DOMESTIK,531.0,525.0,47666.0,45789.0,93455.0,5265.0,461367.0,816267.0
2024,PROPINSI JAWA BARAT,KERTAJATI,MAJALENGKA,DOMESTIK,1.0,1.0,169377.0,168168.0,337545.0,25226.0,2620634.0,2912956.0
2020,PROPINSI JAWA BARAT,KERTAJATI,MAJALENGKA,INTERNASIONAL,5.0,4.0,331.0,340.0,671.0,0.0,0.0,12961.0
2021,PROPINSI JAWA BARAT,KERTAJATI,MAJALENGKA,INTERNASIONAL,5.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0
2022,PROPINSI JAWA BARAT,KERTAJATI,MAJALENGKA,INTERNASIONAL,5.0,5.0,0.0,599.0,599.0,0.0,14.0,9701.0
2023,PROPINSI JAWA BARAT,KERTAJATI,MAJALENGKA,INTERNASIONAL,125.0,129.0,17546.0,18973.0,36519.0,87.0,98909.0,512106.0
2024,PROPINSI JAWA BARAT,KERTAJATI,MAJALENGKA,INTERNASIONAL,249.0,247.0,34737.0,34783.0,69.0,0.0,5679.0,1033848.0
